id,education,joining_year,city,payment_tier,age,gender,ever_benched,years_experience,leave_or_not
987,Bachelors,2016,Bangalore,3,26,Male,No,4,0
989,Masters,2016,Bangalore,3,26,Female,No,4,1
990,Bachelors,2018,Bangalore,3,27,Female,No,5,1
991,Bachelors,2017,Bangalore,3,24,Female,No,2,0
994,Bachelors,2014,Bangalore,3,26,Male,No,4,0
995,Bachelors,2014,Bangalore,3,24,Male,No,2,0
996,Bachelors,2012,Bangalore,3,26,Male,No,4,0
999,Bachelors,2015,Bangalore,3,28,Male,No,5,0
1005,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1010,Bachelors,2014,Bangalore,3,28,Male,No,1,1
1011,Bachelors,2015,Bangalore,3,28,Female,No,1,0
1013,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1014,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1016,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1017,Bachelors,2014,Bangalore,3,25,Female,No,3,0
1018,Bachelors,2017,Bangalore,1,24,Male,No,2,0
1020,Bachelors,2013,Bangalore,3,27,Female,No,5,0
1021,Bachelors,2012,Bangalore,3,28,Female,No,2,0
1022,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1023,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1026,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1027,Bachelors,2014,Bangalore,3,27,Male,No,5,1
1028,Bachelors,2014,Bangalore,3,28,Female,No,1,0
1030,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1031,Bachelors,2015,Bangalore,3,24,Male,Yes,2,1
1034,Bachelors,2016,Bangalore,3,28,Male,No,3,1
1037,Bachelors,2015,Bangalore,3,28,Male,No,4,0
1040,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1041,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1043,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1044,Bachelors,2018,Bangalore,3,27,Male,No,5,1
1045,Bachelors,2013,Bangalore,3,28,Male,No,1,0
1047,Bachelors,2012,Bangalore,3,28,Male,No,1,0
1049,Bachelors,2018,Bangalore,3,25,Male,Yes,3,1
1052,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1054,Bachelors,2013,Bangalore,3,25,Female,No,3,1
1055,Bachelors,2017,Bangalore,3,28,Male,No,2,0
1057,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1058,Bachelors,2018,Bangalore,3,24,Male,Yes,2,1
1059,Bachelors,2016,Bangalore,3,28,Male,Yes,4,0
1060,Bachelors,2014,Bangalore,3,26,Female,No,4,0
1061,Bachelors,2017,Bangalore,3,28,Male,No,1,0
1062,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1064,Bachelors,2014,Bangalore,3,27,Female,No,5,0
1065,Bachelors,2014,Bangalore,3,27,Female,Yes,5,1
1066,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1068,Bachelors,2018,Bangalore,3,26,Male,No,4,1
1072,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1073,Bachelors,2014,Bangalore,3,24,Male,Yes,2,0
1075,Bachelors,2015,Bangalore,2,25,Female,No,3,1
1076,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1078,Bachelors,2015,Bangalore,3,24,Female,No,2,0
1079,Bachelors,2012,Bangalore,3,24,Male,No,2,0
1081,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1082,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1083,Bachelors,2012,Bangalore,3,28,Male,No,5,0
1085,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1087,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1088,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1094,Masters,2017,Bangalore,3,26,Female,No,4,0
1102,Bachelors,2013,Bangalore,3,28,Female,No,4,1
1106,Bachelors,2018,Bangalore,3,25,Female,Yes,3,1
1107,Bachelors,2016,Bangalore,3,28,Male,Yes,4,0
1109,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1110,Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
1113,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1114,Bachelors,2018,Bangalore,3,24,Male,No,2,1
1115,Bachelors,2017,Bangalore,1,26,Female,No,4,0
1116,Bachelors,2015,Bangalore,3,28,Female,No,3,0
1117,Bachelors,2013,Bangalore,3,28,Male,No,3,1
1118,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
1119,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1127,Bachelors,2013,Bangalore,3,28,Male,No,0,0
1130,Bachelors,2016,Bangalore,1,26,Male,No,4,0
1133,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1134,Bachelors,2013,Bangalore,3,28,Male,No,0,0
1137,Bachelors,2018,Bangalore,3,27,Female,Yes,5,1
1140,Bachelors,2014,Bangalore,3,28,Female,No,3,0
1144,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1146,Bachelors,2015,Bangalore,3,27,Female,No,5,0
1147,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1150,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1151,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1155,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1159,Bachelors,2013,Bangalore,3,28,Male,No,3,0
1163,Bachelors,2017,Bangalore,1,24,Male,No,2,0
1166,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1168,Bachelors,2016,Bangalore,3,28,Female,No,5,0
1169,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1170,Bachelors,2015,Bangalore,3,28,Female,No,5,0
1171,Bachelors,2014,Bangalore,3,27,Male,No,5,1
1172,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1173,Bachelors,2015,Bangalore,1,24,Male,No,2,0
1174,Bachelors,2012,Bangalore,3,27,Female,No,5,0
1175,Bachelors,2012,Bangalore,3,25,Male,No,3,1
1177,Masters,2017,Bangalore,2,24,Female,Yes,2,1
1178,Bachelors,2014,Bangalore,3,28,Male,No,2,0
1186,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1187,Bachelors,2018,Bangalore,3,28,Male,No,2,1
1191,Bachelors,2018,Bangalore,3,25,Male,Yes,3,1
1196,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1197,Bachelors,2018,Bangalore,3,26,Male,Yes,4,1
1201,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1202,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1205,Bachelors,2012,Bangalore,3,24,Male,No,2,0
1212,Bachelors,2016,Bangalore,3,26,Female,No,4,1
1214,Bachelors,2014,Bangalore,3,27,Male,No,5,1
1215,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1217,Masters,2017,Bangalore,2,28,Male,No,2,0
1220,Bachelors,2018,Bangalore,3,24,Male,No,2,1
1222,Bachelors,2015,Bangalore,3,26,Female,Yes,4,0
1224,Bachelors,2013,Bangalore,3,25,Male,Yes,3,0
1225,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1227,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1228,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1229,Bachelors,2012,Bangalore,3,27,Female,No,5,0
1234,Bachelors,2017,Bangalore,3,27,Female,No,5,0
1236,Bachelors,2017,Bangalore,3,27,Female,No,5,0
1237,Bachelors,2016,Bangalore,3,25,Male,No,3,1
1238,Bachelors,2018,Bangalore,3,26,Male,No,4,1
1239,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1241,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1243,Bachelors,2015,Bangalore,1,25,Male,No,3,0
1246,Bachelors,2015,Bangalore,3,28,Male,No,3,0
1247,Bachelors,2016,Bangalore,3,28,Male,No,5,0
1249,Bachelors,2014,Bangalore,3,26,Male,Yes,4,0
1251,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
1253,Masters,2013,Bangalore,3,27,Male,No,5,1
1255,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1257,Masters,2017,Bangalore,2,24,Male,No,2,1
1262,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1264,Bachelors,2016,Bangalore,1,25,Female,No,3,0
1265,PHD,2014,Bangalore,1,25,Female,No,3,0
1266,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1270,Bachelors,2015,Bangalore,3,26,Male,No,4,0
1271,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1275,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1278,Bachelors,2014,Bangalore,3,24,Female,No,2,0
1288,Bachelors,2015,Bangalore,3,24,Female,No,2,1
1290,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1292,Bachelors,2012,Bangalore,3,28,Male,No,1,0
1293,Bachelors,2014,Bangalore,1,26,Male,No,4,0
1294,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
1298,Bachelors,2015,Bangalore,3,28,Male,No,0,0
1299,Bachelors,2016,Bangalore,3,28,Male,No,2,0
1301,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1304,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1305,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1307,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1308,Bachelors,2012,Bangalore,3,26,Female,No,4,0
1309,Bachelors,2017,Bangalore,3,26,Female,No,4,0
1311,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1312,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1315,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1316,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1317,Bachelors,2012,Bangalore,3,27,Female,Yes,5,0
1319,Bachelors,2016,Bangalore,2,25,Male,No,3,1
1320,Bachelors,2016,Bangalore,3,28,Female,No,4,0
1322,Bachelors,2016,Bangalore,3,24,Female,No,2,0
1323,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1328,Bachelors,2014,Bangalore,3,25,Female,No,3,1
1329,Masters,2017,Bangalore,3,28,Male,No,2,0
1331,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
1335,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1337,Bachelors,2014,Bangalore,3,25,Male,No,3,1
1338,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1342,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1346,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1347,Bachelors,2013,Bangalore,3,28,Female,No,0,1
1350,Bachelors,2015,Bangalore,1,24,Female,No,2,1
1351,Bachelors,2012,Bangalore,3,26,Female,No,4,0
1360,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1361,Masters,2015,Bangalore,3,28,Male,No,1,1
1362,Bachelors,2018,Bangalore,3,27,Female,Yes,5,1
1363,Bachelors,2015,Bangalore,3,24,Male,No,2,1
1366,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1368,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1370,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1371,Bachelors,2013,Bangalore,3,28,Female,No,3,0
1375,Bachelors,2018,Bangalore,3,26,Female,Yes,4,1
1376,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1378,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1379,PHD,2018,Bangalore,3,27,Female,No,5,1
1380,Bachelors,2015,Bangalore,3,26,Male,No,4,0
1385,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1386,Bachelors,2015,Bangalore,3,28,Male,No,5,0
1387,Bachelors,2015,Bangalore,3,26,Female,No,4,0
1388,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1391,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1392,Bachelors,2014,Bangalore,3,26,Female,No,4,1
1394,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1396,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1397,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1398,PHD,2013,Bangalore,3,26,Male,No,4,0
1400,Bachelors,2017,Bangalore,1,28,Female,No,3,0
1401,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1407,Bachelors,2017,Bangalore,3,28,Female,Yes,5,0
1409,Bachelors,2012,Bangalore,1,27,Male,No,5,1
1410,Bachelors,2018,Bangalore,3,27,Male,No,5,1
1411,Bachelors,2016,Bangalore,3,24,Female,No,2,0
1415,Bachelors,2015,Bangalore,3,26,Male,No,4,1
1419,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1421,Bachelors,2014,Bangalore,3,27,Female,No,5,0
1422,Bachelors,2017,Bangalore,1,25,Male,No,3,0
1425,Bachelors,2015,Bangalore,3,28,Male,No,2,0
1427,Bachelors,2017,Bangalore,3,27,Male,No,5,1
1428,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1430,Bachelors,2015,Bangalore,3,28,Male,No,0,1
1432,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1435,Bachelors,2015,Bangalore,3,27,Female,No,5,0
1436,Bachelors,2017,Bangalore,3,24,Male,No,2,1
1438,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1439,Bachelors,2012,Bangalore,3,28,Male,No,2,0
1440,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1441,Bachelors,2016,Bangalore,1,24,Male,No,2,0
1447,Bachelors,2018,Bangalore,3,24,Male,No,2,1
1449,Bachelors,2013,Bangalore,3,24,Female,No,2,1
1451,Bachelors,2018,Bangalore,3,24,Male,No,2,1
1452,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1453,Bachelors,2016,Bangalore,3,28,Female,No,5,0
1454,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1455,Bachelors,2014,Bangalore,3,26,Female,No,4,0
1456,Masters,2017,Bangalore,2,28,Male,No,2,0
1457,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1458,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1459,Masters,2018,Bangalore,3,28,Male,No,2,1
1460,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1463,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1464,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1465,Bachelors,2017,Bangalore,3,24,Male,No,2,1
1466,Bachelors,2012,Bangalore,1,27,Male,No,5,0
1467,Bachelors,2017,Bangalore,3,28,Female,No,5,0
1474,Bachelors,2015,Bangalore,2,28,Female,No,3,1
1476,Bachelors,2013,Bangalore,3,25,Male,Yes,3,1
1479,Bachelors,2014,Bangalore,3,27,Female,No,5,0
1482,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1485,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
1486,Bachelors,2012,Bangalore,3,24,Male,No,2,0
1488,Bachelors,2015,Bangalore,3,27,Female,Yes,5,1
1491,Bachelors,2015,Bangalore,3,28,Male,No,5,0
1493,Bachelors,2016,Bangalore,3,27,Male,No,5,0
1498,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1499,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1501,Bachelors,2016,Bangalore,3,28,Male,No,2,0
1502,Bachelors,2012,Bangalore,3,25,Female,Yes,3,0
1503,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1505,Bachelors,2016,Bangalore,3,26,Male,No,4,1
1507,Bachelors,2013,Bangalore,3,24,Male,Yes,2,0
1508,Bachelors,2017,Bangalore,3,25,Male,No,3,1
1510,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1511,Masters,2013,Bangalore,3,26,Female,No,4,1
1516,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1519,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1520,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1523,Masters,2014,Bangalore,3,28,Female,No,4,1
1524,Bachelors,2014,Bangalore,3,28,Female,No,2,0
1525,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1535,Bachelors,2012,Bangalore,3,28,Female,No,1,0
1537,Bachelors,2015,Bangalore,3,26,Male,No,4,0
1538,Bachelors,2015,Bangalore,3,24,Female,No,2,0
1542,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1543,Bachelors,2013,Bangalore,3,25,Male,No,3,1
1548,Bachelors,2015,Bangalore,3,27,Female,Yes,5,1
1549,Bachelors,2018,Bangalore,3,26,Male,No,4,1
1552,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1553,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1555,Bachelors,2018,Bangalore,3,24,Female,No,2,1
1556,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1558,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1559,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1560,Bachelors,2016,Bangalore,3,26,Male,No,4,1
1561,Bachelors,2013,Bangalore,3,25,Female,No,3,1
1562,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
1566,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1567,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1571,Bachelors,2013,Bangalore,1,24,Male,No,2,0
1572,Bachelors,2012,Bangalore,1,28,Male,No,3,0
1575,Bachelors,2017,Bangalore,3,28,Male,No,3,0
1577,Bachelors,2017,Bangalore,3,25,Female,No,3,1
1578,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1580,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1583,Bachelors,2017,Bangalore,3,28,Male,No,1,1
1584,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1588,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1590,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1592,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1595,Bachelors,2015,Bangalore,3,28,Male,No,5,0
1596,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1601,Bachelors,2016,Bangalore,3,26,Female,No,4,0
1603,Bachelors,2014,Bangalore,3,28,Male,No,3,0
1605,Bachelors,2015,Bangalore,1,27,Male,No,5,0
1606,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1607,Bachelors,2014,Bangalore,3,24,Female,No,2,0
1609,Bachelors,2013,Bangalore,3,24,Male,No,2,1
1610,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1611,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
1612,Bachelors,2012,Bangalore,3,28,Male,No,1,0
1614,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1620,Bachelors,2014,Bangalore,3,28,Male,No,0,0
1622,Bachelors,2016,Bangalore,3,27,Male,No,5,1
1625,Masters,2015,Bangalore,2,27,Female,No,5,1
1628,Bachelors,2017,Bangalore,3,26,Male,No,4,1
1633,Bachelors,2015,Bangalore,3,25,Male,No,3,1
1634,Bachelors,2013,Bangalore,3,28,Female,No,1,0
1636,Bachelors,2012,Bangalore,3,28,Female,No,2,1
1638,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1640,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1642,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1644,Bachelors,2013,Bangalore,3,28,Male,Yes,1,0
1646,Bachelors,2016,Bangalore,1,24,Male,No,2,0
1647,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1649,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1652,Bachelors,2016,Bangalore,3,26,Male,No,4,1
1653,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
1657,Bachelors,2014,Bangalore,3,26,Male,No,4,1
1659,Bachelors,2016,Bangalore,3,26,Male,No,4,1
1661,Bachelors,2018,Bangalore,3,24,Female,No,2,1
1662,Bachelors,2017,Bangalore,2,28,Female,No,1,0
1663,Bachelors,2013,Bangalore,3,24,Female,No,2,0
1666,Bachelors,2014,Bangalore,3,28,Male,No,5,0
1667,Bachelors,2013,Bangalore,3,28,Male,No,2,1
1669,Bachelors,2016,Bangalore,3,28,Male,Yes,0,0
1671,Bachelors,2013,Bangalore,3,25,Female,No,3,1
1672,Bachelors,2017,Bangalore,3,24,Female,No,2,1
1673,Bachelors,2015,Bangalore,3,26,Female,No,4,0
1674,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1678,Bachelors,2015,Bangalore,3,28,Female,No,5,0
1680,Masters,2017,Bangalore,3,25,Male,No,3,0
1681,Masters,2017,Bangalore,1,26,Male,No,4,0
1682,Bachelors,2014,Bangalore,3,25,Male,No,3,1
1683,Bachelors,2016,Bangalore,3,27,Male,No,5,1
1684,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1685,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1687,Bachelors,2018,Bangalore,3,25,Female,No,3,1
1689,PHD,2016,Bangalore,3,25,Male,No,3,0
1690,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1695,Bachelors,2018,Bangalore,3,26,Male,No,4,1
1698,Masters,2014,Bangalore,3,24,Female,No,2,0
1700,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1704,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1705,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1706,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1707,Bachelors,2017,Bangalore,3,26,Female,No,4,0
1708,Masters,2017,Bangalore,2,26,Male,No,4,1
1710,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1712,Bachelors,2017,Bangalore,3,28,Male,No,5,0
1713,Bachelors,2015,Bangalore,1,24,Female,No,2,0
1714,Bachelors,2013,Bangalore,3,27,Male,No,5,1
1715,Bachelors,2018,Bangalore,3,26,Female,No,4,1
1718,Bachelors,2016,Bangalore,3,25,Male,No,3,0
1720,Bachelors,2015,Bangalore,3,26,Male,No,4,1
1728,Bachelors,2012,Bangalore,3,27,Male,No,5,1
1731,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1737,Bachelors,2013,Bangalore,1,24,Female,No,2,1
1739,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1741,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1745,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1750,Masters,2013,Bangalore,3,25,Male,No,3,1
1752,Masters,2017,Bangalore,2,25,Male,No,3,0
1754,Bachelors,2014,Bangalore,3,28,Male,No,0,0
1758,PHD,2014,Bangalore,3,28,Female,No,0,0
1761,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1762,Bachelors,2013,Bangalore,2,24,Female,No,2,1
1770,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1771,Bachelors,2017,Bangalore,3,27,Female,Yes,5,0
1773,Masters,2017,Bangalore,2,26,Female,No,4,0
1776,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1777,Bachelors,2016,Bangalore,3,25,Male,No,3,0
1778,Bachelors,2016,Bangalore,3,27,Male,No,5,0
1779,Bachelors,2015,Bangalore,3,28,Female,No,5,0
1781,Bachelors,2013,Bangalore,3,28,Male,No,2,1
1782,Bachelors,2014,Bangalore,1,25,Male,No,3,0
1785,Bachelors,2015,Bangalore,3,27,Male,Yes,5,0
1789,Masters,2017,Bangalore,2,27,Female,No,5,1
1790,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1791,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1792,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1794,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1795,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1799,Masters,2015,Bangalore,3,27,Female,No,5,0
1801,Bachelors,2016,Bangalore,3,27,Male,No,5,0
1802,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1803,Bachelors,2014,Bangalore,3,25,Female,No,3,0
1804,Bachelors,2016,Bangalore,3,26,Female,No,4,0
1805,Bachelors,2016,Bangalore,3,26,Female,No,4,0
1807,Bachelors,2014,Bangalore,3,28,Male,No,3,0
1809,Masters,2014,Bangalore,3,28,Female,No,3,1
1815,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1816,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1817,Bachelors,2017,Bangalore,3,28,Female,No,3,1
1818,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1820,Bachelors,2016,Bangalore,3,25,Male,Yes,3,1
1821,Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
1822,Masters,2017,Bangalore,2,24,Female,No,2,0
1823,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
1826,Bachelors,2014,Bangalore,3,28,Male,No,1,0
1833,PHD,2018,Bangalore,3,27,Male,No,5,1
1840,PHD,2017,Bangalore,3,24,Female,No,2,0
1847,Bachelors,2012,Bangalore,3,27,Female,No,5,0
1848,Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
1849,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1853,Bachelors,2018,Bangalore,3,25,Female,No,3,1
1855,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
1857,Masters,2017,Bangalore,3,26,Female,No,4,0
1859,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1860,Bachelors,2014,Bangalore,3,28,Male,No,1,0
1861,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1862,Bachelors,2013,Bangalore,3,28,Female,No,3,0
1864,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1867,Bachelors,2016,Bangalore,3,25,Female,No,3,0
1870,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1871,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1872,Bachelors,2014,Bangalore,3,24,Female,No,2,0
1875,Bachelors,2015,Bangalore,3,25,Female,No,3,0
1877,Masters,2014,Bangalore,3,27,Male,No,5,1
1880,Bachelors,2013,Bangalore,3,24,Female,No,2,0
1881,Bachelors,2017,Bangalore,3,26,Female,No,4,0
1883,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1885,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1886,Bachelors,2012,Bangalore,3,24,Male,Yes,2,0
1889,Bachelors,2018,Bangalore,3,27,Female,No,5,1
1891,Bachelors,2013,Bangalore,1,27,Female,No,5,0
1892,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1895,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1896,Bachelors,2015,Bangalore,3,25,Female,No,3,0
1902,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1903,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1909,Bachelors,2017,Bangalore,3,27,Male,No,5,1
1912,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1913,Bachelors,2014,Bangalore,2,26,Female,No,4,1
1916,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1918,Bachelors,2018,Bangalore,3,25,Female,No,3,1
1920,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1922,Bachelors,2017,Bangalore,2,28,Female,No,2,1
1925,Bachelors,2012,Bangalore,3,24,Female,No,2,0
1930,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1931,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
1932,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1933,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1935,Bachelors,2017,Bangalore,3,26,Male,Yes,4,0
1936,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1937,Bachelors,2012,Bangalore,3,26,Male,Yes,4,0
1938,Masters,2017,Bangalore,2,27,Male,No,5,0
1939,Bachelors,2016,Bangalore,3,25,Female,No,3,0
1942,Bachelors,2014,Bangalore,3,28,Female,No,1,0
1943,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1944,PHD,2013,Bangalore,2,25,Male,No,3,1
1946,Bachelors,2015,Bangalore,3,24,Male,No,2,0
1947,Masters,2015,Bangalore,3,26,Female,No,4,1
